Result1, Result2,   Result3,   Result
15.00,         2948.00,         41.00,         3
7.00,         2994.00,         330.00,         3
47.00,         1772.00,         336.00,         3
72.00,         554.00,         180.00,         1
33.00,         201.00,         350.00,         1
7.00,         1917.00,         448.00,         1
65.00,         2952.00,         226.00,         3
10.00,         845.00,         154.00,         1
30.00,         111.00,         374.00,         1
28.00,         2121.00,         199.00,         3
53.00,         3313.00,         32.00,         3
39.00,         396.00,         101.00,         1
6.00,         2287.00,         264.00,         3
79.00,         3739.00,         141.00,         3
50.00,         2652.00,         257.00,         3
64.00,         2552.00,         484.00,         3
77.00,         75.00,         178.00,         1
3.00,         602.00,         491.00,         1
6.00,         778.00,         109.00,         1
57.00,         2824.00,         147.00,         3
74.00,         3681.00,         269.00,         3
77.00,         543.00,         29.00,         1
63.00,         1072.00,         102.00,         2
51.00,         3523.00,         93.00,         3
69.00,         2266.00,         269.00,         3
59.00,         3110.00,         18.00,         3
37.00,         1350.00,         380.00,         3
38.00,         3235.00,         171.00,         3
69.00,         83.00,         301.00,         1
53.00,         3546.00,         6.00,         3
23.00,         2674.00,         463.00,         3
11.00,         209.00,         277.00,         1
23.00,         897.00,         223.00,         1
7.00,         3211.00,         435.00,         3
0.00,         1342.00,         218.00,         2
25.00,         1266.00,         354.00,         2
45.00,         258.00,         238.00,         1
15.00,         3932.00,         136.00,         3
18.00,         1106.00,         413.00,         3
78.00,         380.00,         124.00,         1
7.00,         3491.00,         82.00,         3
29.00,         970.00,         277.00,         1
12.00,         2323.00,         461.00,         3
40.00,         1468.00,         7.00,         2
34.00,         1410.00,         477.00,         2
77.00,         3600.00,         202.00,         3
16.00,         970.00,         242.00,         1
63.00,         3569.00,         463.00,         3
46.00,         3766.00,         428.00,         3
15.00,         973.00,         471.00,         3
0.00,         1978.00,         23.00,         2
25.00,         576.00,         247.00,         1
30.00,         1012.00,         136.00,         2
59.00,         3172.00,         344.00,         3
19.00,         573.00,         4.00,         1
37.00,         3561.00,         476.00,         3
46.00,         2202.00,         198.00,         3
71.00,         1518.00,         326.00,         3
46.00,         2450.00,         172.00,         3
0.00,         3953.00,         473.00,         3
35.00,         2112.00,         245.00,         3
53.00,         1857.00,         195.00,         2
28.00,         160.00,         287.00,         1
32.00,         1657.00,         71.00,         2
61.00,         1388.00,         19.00,         2
42.00,         837.00,         474.00,         2
59.00,         1215.00,         434.00,         2
58.00,         1587.00,         497.00,         2
42.00,         2649.00,         192.00,         3
45.00,         1886.00,         154.00,         2
63.00,         557.00,         240.00,         1
26.00,         1428.00,         187.00,         2
48.00,         3797.00,         67.00,         3
55.00,         1012.00,         405.00,         3
8.00,         3677.00,         470.00,         3
42.00,         597.00,         163.00,         1
69.00,         2064.00,         386.00,         3
72.00,         1332.00,         345.00,         3
57.00,         1710.00,         393.00,         3
42.00,         2600.00,         83.00,         3
24.00,         544.00,         96.00,         1
44.00,         1499.00,         137.00,         2
18.00,         3764.00,         418.00,         3
64.00,         2423.00,         267.00,         3
33.00,         1800.00,         481.00,         3
74.00,         3880.00,         131.00,         3
48.00,         1091.00,         171.00,         2
50.00,         1279.00,         360.00,         2
18.00,         1433.00,         388.00,         2
23.00,         3558.00,         99.00,         3
52.00,         2118.00,         315.00,         3
2.00,         3605.00,         203.00,         3
19.00,         1121.00,         122.00,         2
0.00,         1696.00,         381.00,         2
27.00,         3442.00,         244.00,         3
2.00,         2637.00,         62.00,         3
28.00,         505.00,         23.00,         1
22.00,         1787.00,         384.00,         1
27.00,         3432.00,         275.00,         3
76.00,         653.00,         247.00,         1
27.00,         798.00,         67.00,         1
37.00,         324.00,         292.00,         1
75.00,         2881.00,         111.00,         3
38.00,         2109.00,         278.00,         3
73.00,         825.00,         176.00,         1
56.00,         1744.00,         147.00,         2
